명칭
거제도 해금강
거제도해수보양온천
거제도해초쑥 영농조합법인
거제맹종죽테마공원
거제시관광기념품조합
거제시농업개발원
거제식물원
거제식물원(거제정글돔)
거제자연예술랜드
거제자연휴양림
거제저도유람선
거제칠천도크루즈유람선
거제케이블카
거제향교
거제현 관아
거조사
거진 등대
거진11리해변
거진1리해변
거진등대해맞이공원
거진항
거차뻘배마을
거창 Y자형 출렁다리
거창 갈계리 임씨고가
거창 감악사지 부도
거창 강남사지 석조여래입상
거창 거기리 성황단
거창 내오리 지석묘
거창 농산리 석조여래입상
거창 당동당산
거창 동계 종택(정온선생고택)
거창 동호리 이씨고가
거창 둔마리 벽화 고분
거창 무릉리 정씨고가
거창 서변마을
거창 솔향기돌담마을
거창 수승대
거창 요수정
거창 항노화힐링랜드
거창 황금원숭이마을
거창 황산리 신씨고가
거창 황산마을 옛 담장
거창목재문화체험장
거창사건추모공원
거창창포원
거창향교
건강나라
건강장수연구소 쉴랜드
건계정
건봉령승호대
건봉사
건지공원
건지산
건천편백나무숲
건평항
걸시오름
걸포중앙공원
검계서원
검단산
검룡소 (강원고생대 국가지질공원)
검멀레해변
검무산
검봉산자연휴양림
검암서원
격포마을
격포항
격포해변
견두산
견훤산성
결성동헌
결성향교
겸면목화공원
겸천서원
경각산
경광서원
경국사(서울)
경극고택
경기 남양주 조안 [슬로시티]
경기광주 한옥마을
경기미래교육 양평캠퍼스
경기미래교육 파주캠퍼스
경기전
경기콘텐츠 코리아 랩
경남 하동 악양면 [슬로시티]
경반계곡
경백사
경복궁
경북 상주 함창 이안 공검면 [슬로시티]
경북 청송 주왕산면 파천면 [슬로시티]
경북전통음식체험관 모심정
경산 임당동과 조영동 고분군
경산서원
경산포교당(보문사)
경산향교
경상감영공원
경상남도수목원
경상북도 산림환경연구원
경상북도수목원
경성 부민관 폭탄 의거지
경안근린공원
경안천 습지생태공원
경암근린공원
경암동 철길마을
경앙사
경양서원
경옥봉
경운동민병옥가옥
경원선 철도중단점 (백마고지역)
경의선책거리
경인 아라뱃길
경인아라뱃길 검암공원
경인아라뱃길 다남공원
경인아라뱃길 아라타워 전망대
경인아라뱃길귤현나루
경인아라뱃길유람선 현대크루즈호
경장각
경정리 백악기 퇴적암 (경북 동해안 국가지질공원)
경정항
경정해수욕장
경주 감은사지
경주 경덕왕릉
경주 경애왕릉
경주 계림
경주 골굴암 마애여래좌상
경주 교촌마을
경주 구정동 방형분
경주 굴불사지 석조사면불상
경주 금척리 고분군
경주 김유신묘
경주 나정
경주 남산
경주 남산 미륵곡 석조여래좌상
경주 남산 불곡 마애여래좌상
경주 남산 신선암 마애보살반가상
경주 남산 용장사곡 삼층석탑
경주 남산 용장사지 마애여래좌상
경주 남산 전 염불사지
경주 남산 칠불암 마애불상군
경주 남산 탑곡 마애불상군
경주 남산동 동 서 삼층석탑
경주 낭산 일원
경주 내물왕릉
경주 대릉원 일원
경주 독락당
경주 동궁과 월지
경주 동궁원
경주 동방동 와요지
경주 동부 사적지대
경주 마우나오션 관광단지
경주 망덕사지
 경주 무열왕릉  태종무열왕릉비 
경주 문무대왕릉
경주 배동 삼릉
경주 배동 석조여래삼존입상
경주 버드파크
경주 법흥왕릉
경주 보문관광단지
경주 불국사 [유네스코 세계문화유산]
경주 산에들레마을
경주 서악동 고분군
경주 서출지
경주 석굴암 [유네스코 세계문화유산]
경주 석빙고
경주 선덕여왕릉
경주 성덕왕릉
경주 신무왕릉
경주 신문왕릉
경주 쌈밥거리
경주 양남 주상절리 전망대
경주 양동 무첨당
경주 양동마을 [유네스코 세계문화유산]
경주 오릉
경주 원성왕릉
경주 월성(반월성)
경주 유연정
경주 율동 마애여래삼존입상
경주 이견대
경주 일성왕릉
경주 장항리 서 오층석탑
경주 재매정
경주 정강왕릉
경주 정혜사지 십삼층석탑
경주 지마왕릉
경주 진덕여왕릉
경주 첨성대
경주 최준선생 생가 (경주최부자댁)
경주 탈해왕릉
경주 포석정지
경주 풍력발전(바람의언덕)
경주 헌강왕릉
경주 헌덕왕릉
경주 황룡사지
경주 황리단길
경주 효공왕릉
경주 효소왕릉
경주 흥덕왕릉
경주국립공원
경주능지탑지
경주민속공예촌
경주배리석불입상
경주백악기월드(백악기월드)
경주석장동암각화
경주시 관광특구
경주엑스포대공원
경주역사유적지구[유네스코 세계문화유산]
경주월드 어뮤즈먼트
경주월드 캘리포니아비치
경주읍성
경주핑크뮬리(경주핑크뮬리군락지)
경주향교
경주힐링테마파크
경찰혼
경천묘
경천섬(경천섬공원)
경천저수지
경충사(정기룡장군유허지)
경포 아쿠아리움
경포가시연습지
경포도립공원
경포생태저류지
경포솔향온천
경포플라워가든
경포호(철새도래지)
경현서원
경호강
경화역 벚꽃길
경흥사(경산)
경희궁
경희궁 숭정전
경희궁 흥화문
경희궁공원
경희천문대
 계남공원(유아숲체험장  우렁바위) 
계남해변
계담서원
계룡 사계고택
계룡 입암저수지
계룡돈대
계룡산
계룡산국립공원
계룡산도예촌
계룡산상신농촌체험휴양마을
계룡산신도내주초석석재
계류리 예술창고
계림사(김천)
계마항
계명산 자연휴양림 캠핑장
계방산(평창)
계방산(홍천)
계백장군 유적지
계산서원
계송서원
계승사(고성)
계양공원
계양꽃마루
계양산
계양산 산림욕장
계양산장미원
계원사(양산)
계절상품 시리즈(주식회사 생산소)
계조암(속초)
계족산(영월)
계촌마을
계화도
고가담(가치를 담다)
고강선사유적공원
고견사(거창)
고경명선생비
고고산
고구려대장간마을 (태왕사신기 촬영장)
고군산대교
고근산
고금도
고기리계곡
고남산 자철석 광산 (한탄강 국가지질공원)
고내포구
고당조만식선생동상
고대도
고대산
고대지구근린공원
고덕동 생태경관 보전지역
고덕생활체육공원
고라데이마을
고란사(고란약수)
고란사유람선
고래불 해안 (경북 동해안 국가지질공원)
고래불해수욕장
고래뿌리선착장
고랭길
고랭지만두체험 휴양마을
고려 공양왕릉
고려궁지
고려동유적지
고려산
고려천도공원
고렴공원
고령 고아리 벽화 고분
고령 대가야유적지
고령 신촌숲
고령 장기리 암각화
고령 주산성
고령 지산동 고분군
고령 지산리 당간지주
고령박씨종중재실
고령안화리암각화
고령예마을
고령은행나무숲
고령향교
고로서원
고로쇠마을
고림사
고마나루
고마루 카르스트
고마리마을
고모산성
고모저수지
고미술거리
故박정렬여사 추모공원
고배기동산
고복수음악관
고복자연공원
고봉산
고부구읍성
고부향교
고북제
고불개해변
고불암
고사포해수욕장
고산
고산 9경
고산 윤선도 유적지
고산골
고산골 메타쉐콰이어길
고산사 석조관음보살좌상
고산사 석조나한상
고산사(장흥)
고산사(홍성)
고산서당
고산서원(안동)
고산서원(울진)
고산서원(장성)
고산일과해안도로 (일과리해안도로)
고산자연휴양림
고산정
고산향교
고산향교대성전
고살리 숲길
고삼저수지
고삼호수
고석사(포항)
고석정 꽃밭
고석정국민관광지
고석정코스모스십리길
고성 덕명리 공룡과 새발자국 화석 산지
고성 문암리 유적
고성 솔섬
고성 송학동 고분군
고성 어명기 고택
고성 왕곡마을
고성 자란만
고성 제3기 현무암 (강원평화지역 국가지질공원)
고성 통일전망타워
고성 학동마을 옛 담장
고성당항포랜드
고성사(강진)
고성산
고성소을비포성지
고성장산리허씨고가
고성향교
고소동 천사벽화마을
고송정지
고스락
고스트타운
고씨굴 (강원고생대 국가지질공원)
고씨삼강문
고암서원
고양 관광특구
고양 구 일산역사
고양 벽제관지
고양 서삼릉(장경왕후) [유네스코 세계문화유산]
고양 서오릉 [유네스코 세계문화유산]
고양 피크닉시민공원
고양대덕생태공원
고양생태공원
고양향교
고용산(고룡산)
고운골남한강갈대숲
고운동계곡
고운뜰공원
고운사(의성)
고운식물원
고원통계곡
고원화목원
고원희가옥
고잔저수지
고정아트
고진하 가옥
고창 고색창연마을 [농촌전통테마]
고창 고인돌 유적 [유네스코 세계문화유산]
고창 무장 동학농민혁명 기포지
고창 무장객사
고창 무장현 관아와 읍성
고창 분청사기요지
고창 운곡람사르습지
고창 청농원
고창갯벌 (전북 서해안 국가지질공원)
고창신재효고택
고창오거리당산
고창읍성
고창읍성 도예체험장
고창하전갯벌마을
고창향교
고척근린공원
고척동 고인돌
고천마을
고천서원
고천암 자연생태공원
고천암호(철새도래지)
고천체육공원
고촌홀(제약박물관)
고파도
고포마을
고하도 전망대
고하도 해상테마파크
고하도선착장
고하도이충무공유적
고하송진우선생동상
고헌산(울산)
고현리 공룡발자국화석
고현성
고홍건신도비
고흥 남성어촌체험마을
고흥 무열사
고흥 신기거북이마을
고흥 쌍충사
고흥 안남어촌체험마을
고흥 유자공원
고흥 존심당 및 아문
고흥 해창만 간척지 공원
고흥발포만호성
고흥우주발사전망대
고흥향교
곡강천생태공원
곡교천 은행나무길
곡성 단군전
곡성 메타세쿼이아길
곡성 하늘나리마을
곡성 함허정
곡성섬진강천문대
곡성역
곡성향교
곡수서원
곡운구곡 (강원평화지역 국가지질공원)
곤륜산 활공장
곤산서원
곤양향교
곤지암리조트
곤지암리조트 힐링캠퍼스
곤지암생활체육공원
곤충농장 벅스팜
곤충생태관
골굴사(경주)
골굴암 타포니 (경북 동해안 국가지질공원)
골안사
곰나루국민관광단지
곰내연밭
곰달래꿈마을
곰섬해수욕장
곰소염전
곰소항
곱돌광산약수터
공가실(공정 가치 실현)
공간 와디즈
공곶이
공덕동 족발 골목
공룡공원
공룡발자국공원
공룡테마공원
공릉천
공리저수지
공림사
공마당둘레길
공수어촌체험마을
공수전계곡
공수전리 마을관리휴양지
공작산
공전자연학교
공주 갑사 철당간
공주 계룡산 중악단
공주 공산성 [유네스코 세계유산]
공주 무령왕릉과 왕릉원[유네스코 세계유산]
공주 반죽동당간지주
공주 산림휴양마을
공주 석장리 유적
공주 우금치 전적
공주 원골마을
공주 정지산 유적
공주 중동성당
공주 황새바위 순교성지
공주상신리 당간지주
공주서혈사지
공주제일교회
공주치즈스쿨
공주향교
공지천 조각공원
공지천(황금비늘테마거리)
공지천유원지
공항교강변공원
공현진1리해변
공현진항
과개안(너븐개) 해안
과일나라테마공원
과천 은행나무길
과천서울대공원기린나라키즈체험
과천야생화자연학습장
과천향교
과학동아천문대
곽도
곽지해수욕장 (곽지과물해변)
관곡서원
관곡서원 소장 전적 및 고문서
관곡지
관광커뮤니티센터 여기
관덕정
관덕정(제주)
관덕정의 각궁
관동마을
관란서원
관룡사
관매도
관문사(서울)
관문산
관문체육공원
관방제림
관북리유적과 부소산성 [유네스코 세계유산]
관사골작업실 협동조합
관사도
관산서당
관성묘
관성솔밭해변
관수옥과 초량왜관 터
관악산
관악산 낙성대공원
관악산 생태공원
관악산 호수공원
관악산계곡
관악산공원 야외식물원
관암사(대구)
관음굴(삼척 대이리 동굴지대)
 관음도 (울릉도  독도 국가지질공원) 
관음변상탱화
관음봉
관음사
관음사(고령)
관음사(곡성)
관음사(대구)
관음사(무주)
관음사(서울)
관음사(제주)
관음사(창녕)
관음사 국형사계곡
관음사국기봉
관음사석탑
관음산
관음정사(김해)
관응사(김제)
관점마을
관촉사(논산)
관해정
관호산성
관훈동 민씨 가옥 (구 부마도위박영효가옥)
광개토태왕비 동상
광교 프라이부르크전망대
광교마루길
광교산
광교중앙공원
광교호수공원
광나루한강공원
광남생활체육공원
광남서원
광대곡
광대도
광덕계곡
광덕사
광덕사
광덕사(상주)
광덕사(천안)
광덕산
광덕산 관광농원
광덕산(아산)
광덕산(화천)
광명 영회원(민회빈)
광명동굴
광명선원
광명선착장
광명항
광복로문화패션거리
광산구 국민여가 친환경 오토캠핑장
광산김씨 유일재고택
광산서당
광석대 (무등산권 국가지질공원)
광성보
광수사
광시 한우거리
광심정
광안리 SUP Zone
광안리해변 테마거리
광안리해수욕장
광암 아리수 정수센터
광암해수욕장
광양 매화마을
광양 옥룡사 동백나무 숲
광양 옥룡사지
광양 윤동주 유고보존 정병욱 가옥
광양 형제 의병장마을
광양만권 경제자유구역 홍보관
광양와인동굴
광양향교
광운농촌교육농장
광장시장 한복문화 체험관
광제서원
광제정
광주 3 1 만세운동 기념비
광주 경찰충혼탑
광주 곤지암도자공원
광주 산두른마을 [농촌전통테마]
광주 송정동 떡갈비 골목
광주 수완호수공원
광주 예술의 거리
광주 우치공원 동물원
광주 조선백자 요지
광주 충효동 왕버들 군
광주 충효동 요지
광주 평촌마을
광주공원
광주공원 사적비군
광주동솔밭
광주동오층석탑
광주무역회관
광주시민의숲
광주용화선원
광주천 벚꽃길
광주패밀리랜드
광주폴리
광주향교
광주향교
광주호
광주호 호수생태원
광진교 8번가
광진해수욕장
광진해수욕장
광천 오서산 벚꽃길
광천서원
광천토굴새우젓단지
광치계곡
광치기해변
광치자연휴양림
광풍정
광한루
광한루원
광해군묘
광화문
광화문광장
광흥당
광흥사(안동)
광희문
괘병산(정선)
괴곡동 느티나무
괴목마을
괴산 고산정 및 제월대
괴산 그곳에 가면 협동조합
괴산 김항묵 고택
괴산 둔율 올갱이마을
괴산 문당리 서낭단
괴산 미륵산성
괴산 백운사 승탑군
괴산 보안사 삼층석탑
괴산 봉학사지 석조여래좌상
괴산 봉학사지 오층석탑
괴산 사담리 망개나무 자생지
괴산 삼방리 마애여래좌상
괴산 삼방리 삼층석탑
괴산 송덕리 미선나무 자생지
괴산 송병일 고택
괴산 송시열 유적
괴산 수월정
괴산 오가리 느티나무
괴산 올갱이국 거리
괴산 외사리 당간지주
괴산 원풍리 마애불좌상
괴산 율지리 미선나무 자생지
괴산 읍내리 은행나무
괴산 이창훈 고가
괴산 장담 충신각
괴산 적석리 소나무
괴산 정인지 묘소
괴산 청안 안민헌
괴산 칠충사와 피세정
괴산 트리하우스 가든
 괴산 홍범식 고가(벽초 홍명희 생가  일완 홍범식 고택) 
괴산군수 관사
괴산동헌
괴산중학교 구 본관
괴산향교
괴산호
괴시리 전통마을
괴오름
교동 가마소 (한탄강 국가지질공원)
교동 연화지
교동 장독대마을
교동도(강화)
교동도선착장대합실
교동읍성
교동저수지(교동생태습지)
교동제비집
교동향교
교래 삼다수마을
교래자연휴양림
교룡산국민관광지
교암리해수욕장
교암항
교암해변
교촌농촌체험마을
교하동 고인돌 산림욕장
교하중앙공원
교하향교
교항리 이팝나무 군락지
구 강경성결교회 예배당
구 보성여관
구 서도역
구 서울대학교 본관
구 선교사가옥
구 일본우선(郵船)주식회사 인천지점
구 조선식산은행 원주지점
구 철원제일교회
 구  강경공립상업학교 관사 
구강사
구강서원
구강서원
구계서원
구계서원
구고사 및 김완장군부조묘
구고서원
구곡산
구곡폭포
구공업전습소본관
구녀산
구노량마을(노량어촌체험마을)
구니서당
구담마을
구담봉 옥순봉
구덕문화공원
구도선착장
구두리오름
구두미포구
구드래나루터선착장
구드래조각공원
구라이골 (한탄강 국가지질공원)
구례 관광특구
구례 산수유마을
구례 석주관 칠의사묘
구례 석주관성
구례 섬진강 벚꽃길
구례 운조루 고택
구례구역
구례목재문화체험장
구례예술인마을
구례편백나무숲
구례포해수욕장
구례향교
구로공단 노동자생활체험관
구로기계공구단지
구로리공원
구로시장
구룡계곡
구룡마을 대나무 숲
구룡사
구룡사
구룡산 장승공원
구룡산(강원)
구룡산(서울)
구룡소 돌개구멍 (경북 동해안 국가지질공원)
구룡포 말목장성탐방로
구룡포 일본인 가옥거리
구룡포근대문화역사거리
구룡포주상절리
구룡포항
구룡포해수욕장
구룡폭포(소금강)
구름산 산림욕장(구름산 도시자연공원)
구름정원(유비파크) 뚝딱하우스
구름포해수욕장
구리 동구릉 [유네스코 세계문화유산]
구리 명빈묘
구리 왕숙체육공원
구리 자원회수시설
구리시민한강공원(코스모스공원)
구리역공원
구리타워
구마계곡(고선계곡)
구만계곡(밀양)
구만동계곡
구만마을
구만서원
구만폭포
구매항
구문소 (강원고생대 국가지질공원)
구문소마을
구미 금산리 떡버들
구미 낙성리 느티나무
구미 동부리 회화나무
구미 채미정
구미동해변 (구미동해수욕장)
구미성리학역사관
구미에코랜드
구미역후면광장
구미정
구병리아름마을
구병산
구복마을
구봉대산
구봉도 낙조전망대
구봉산
구봉산 전망대
구봉산 전망대 카페거리
구봉산(대전)
구봉산(진안)
구봉솔숲해수욕장
구산서원
구산성지
구산항
구산해수욕장
구상반려암 (부산 국가지질공원)
구성공원
구성재
구송정 유원지
구송폭포(구성폭포)
구수곡자연휴양림
구시물
구시포 해수찜월드
구시포마을
구시포항
구시포해수욕장
구암공원
구암동 고분군
구암사(순창)
구암사(진도군)
구암서원
구암서원
구암서원 터(구암정)
구암서원(창원)
구암저수지
구암정
구암팜스테이마을
구양서원
구엄리돌염전
구엄어촌체험마을
구엄포구
구연서원
구영해수욕장
구은사
구의 아리수 정수센터
구이 안덕 건강힐링체험마을
구인사(단양)
구장군폭포
구재봉자연휴양림
구절사
구절산
구조라성
구조라수변공원
구조라항
구조라해수욕장
구천댐(구천저수지)
구천동계곡
구천서원(김해)
구천서원(대구)
구천서원(함양)
구천암(김해)
구포 어린이교통공원
구포만세거리
국가핵융합연구소
국계서원
국군광주병원
국녕사(경기)
국동항
국동항수변공원
국립 3 15 민주묘지
국립 5 18 민주묘지
국립 가리왕산자연휴양림
국립 검마산자연휴양림
국립 낙안민속자연휴양림
국립 남해편백자연휴양림
국립 달음산자연휴양림
국립 대관령자연휴양림
국립 대야산자연휴양림
국립 덕유산자연휴양림
국립 두타산자연휴양림
국립 망향의 동산
국립 미천골자연휴양림
국립 방장산자연휴양림
국립 방태산자연휴양림
국립 백운산자연휴양림(원주)
국립 복주산자연휴양림
국립 산음자연휴양림
국립 삼봉자연휴양림
국립 신불산폭포자연휴양림
국립 오서산자연휴양림
국립 용대자연휴양림
국립 용현자연휴양림
국립 용화산자연휴양림
국립 운문산자연휴양림
국립 운악산자연휴양림
국립 운장산자연휴양림
국립 유명산자연휴양림
국립 지리산자연휴양림
국립 천관산자연휴양림
국립 청옥산자연휴양림
국립 청태산자연휴양림
국립 칠보산자연휴양림
국립 통고산자연휴양림
국립 황정산자연휴양림
국립 회문산자연휴양림
국립 희리산해송자연휴양림
국립4 19민주묘지
국립공원 가야산생태탐방원
국립공원공단 종복원기술원
국립김천치유의숲
국립대관령치유의숲
국립대운산치유의숲
국립대전숲체원
국립대전현충원 보훈둘레길
국립민속박물관&국립민속박물관 어린이박물관
국립백두대간수목원
국립산림치유원
국립생태원(서천)
국립서울현충원
국립세종수목원
국립속리산말티재자연휴양림(속리산말티재자연휴양림)
국립수목원(광릉숲)
국립신시도자연휴양림
국립신암선열공원
국립아세안자연휴양림
국립양평치유의숲
국립영천호국원
국립임실호국원
국립장성숲체원
국립제천치유의숲
국립진도자연휴양림
국립청소년우주센터
국립축산과학원 한우연구소
국립춘천숲체원
국립칠곡숲체원
국립한국자생식물원
국립횡성숲체원
국망봉자연휴양림(포천)
국민의 숲 트레킹 코스
국사봉(거제)
국사봉(순창)
국사봉(인천)
국사봉전망대
국사암
국사암
 국수바위 (울릉도 독도 국가지질공원) 
국순당 주향로
국악사랑
국악의 성지
국우동 탱자나무
국자와 주걱
국제 롤러스케이트장
국제선센터
국제음식문화거리(INTERNATIONAL FOOD STREET)
국제크루즈터미널
국제평화아트파크
국지산
국채보상운동기념공원
국청사(경기)
국청사(부산)
국토정중앙천문대
국형사
국화도
국회의사당
군남홍수조절지 두루미테마파크
군산 3 1운동 100주년 기념관
군산 개정면 구 일본인농장 창고
